Rep1,Rep2,ClusterPairs
0.9801169078046724,0.9645144793903615,"Rep1: CHEESE, VARIOUS TYPES, Rep2: WINE"
0.9965896759352249,0.9735475189563585,"Rep1: MILK and MILK PRODUCTS, Rep2: WINE"
0.9308849934911361,0.9244197194480631,"Rep1: MILK and MILK PRODUCTS, Rep2: CHEESE, VARIOUS TYPES"
0.9790051803778443,0.961368549925966,"Rep1: TEA, Rep2: WINE"
1.0117761948470538,0.9680230305163525,"Rep1: TEA, Rep2: CHEESE, VARIOUS TYPES"
0.9810481139667954,0.9638685012944209,"Rep1: TEA, Rep2: MILK and MILK PRODUCTS"
0.9976299128802977,0.9854021652632631,"Rep1: FISH, Rep2: WINE"
0.9694157552875456,0.9595562658685448,"Rep1: FISH, Rep2: CHEESE, VARIOUS TYPES"
0.9766163053129122,0.9532421752339928,"Rep1: FISH, Rep2: MILK and MILK PRODUCTS"
1.010010222090372,0.9730304740127603,"Rep1: FISH, Rep2: TEA"
0.976495177274599,0.9956805782652471,"Rep1: RED ALGAE, Rep2: WINE"
1.0292962443078826,0.9661263617988083,"Rep1: RED ALGAE, Rep2: CHEESE, VARIOUS TYPES"
1.02568081070755,0.9940131842066237,"Rep1: RED ALGAE, Rep2: MILK and MILK PRODUCTS"
0.9893069369174047,0.9888376375242808,"Rep1: RED ALGAE, Rep2: TEA"
0.9893254110495582,0.989147775517306,"Rep1: RED ALGAE, Rep2: FISH"
0.9954061912295149,0.9749098599240795,"Rep1: CITRUS FRUITS, Rep2: WINE"
1.015208805021997,0.9791656965338372,"Rep1: CITRUS FRUITS, Rep2: CHEESE, VARIOUS TYPES"
0.9886398986261211,0.9734360089025215,"Rep1: CITRUS FRUITS, Rep2: MILK and MILK PRODUCTS"
0.9621828100105319,0.9507416555912321,"Rep1: CITRUS FRUITS, Rep2: TEA"
1.0031634560570626,0.9805744490882449,"Rep1: CITRUS FRUITS, Rep2: FISH"
1.0165682908204172,0.9967857016019325,"Rep1: CITRUS FRUITS, Rep2: RED ALGAE"
0.9991497803986924,0.9686335708930247,"Rep1: HONEY, Rep2: WINE"
1.0130438826701025,0.9500051830700437,"Rep1: HONEY, Rep2: CHEESE, VARIOUS TYPES"
0.9739549499384272,0.9520585005169715,"Rep1: HONEY, Rep2: MILK and MILK PRODUCTS"
0.9707476082915296,0.95488113755644,"Rep1: HONEY, Rep2: TEA"
1.0086078913559966,0.9710191977868737,"Rep1: HONEY, Rep2: FISH"
0.9930890070760402,0.9847235908450476,"Rep1: HONEY, Rep2: RED ALGAE"
0.9481192878778757,0.9730497239379425,"Rep1: HONEY, Rep2: CITRUS FRUITS"
