CAS Number,Compound Name
60265-51-2,tetramethylpentane (unkn.str.)
110-54-3,n-hexane
592-41-6,1-hexene
592-43-8,2-hexene
4050-45-7,(E)-2-hexene
7688-21-3,(Z)-2-hexene
13269-52-8,(E)-3-hexene
7642-09-3,(Z)-3-hexene
25264-93-1,hexene (unkn.str.)
693-02-7,1-hexyne
764-35-2,2-hexyne
928-49-4,3-hexyne
592-45-0,"1,4-hexadiene"
592-42-7,"1,5-hexadiene"
592-46-1,"2,4-hexadiene"
42296-74-2,hexadiene (unkn.str.)
10420-90-3,"1,3-hexadien-5-yne"
200264-35-3,"3,4-diethyl-1,5-hexadiene (meso)"
200264-34-2,"3,4-diethyl-1,5-hexadiene (R,S + S,R)"
591-76-4,2-methylhexane
589-34-4,3-methylhexane
619-99-8,3-ethylhexane
3769-23-1,4-methyl-1-hexene
3524-73-0,5-methyl-1-hexene
61141-66-0,"3,4-diethyl-1,1'-biphenyl"
613-33-2,"4,4'-dimethyl-1,1'-biphenyl"
28823-41-8,"2-methyl-2,4-hexadiene"
2080-89-9,"3-ethyl-1,4-hexadiene"
33746-69-9,(E)-6-methyl-5-methylene-2-heptene (=E-salvene)
33746-70-2,(Z)-6-methyl-5-methylene-2-heptene (=Z-salvene)
2738-19-4,2-methyl-2-hexene
3683-19-0,(Z)-4-methyl-2-hexene
3683-22-5,(E)-4-methyl-2-hexene
4914-89-0,(Z)-3-methyl-3-hexene
590-73-8,"2,2-dimethylhexane"
584-94-1,"2,3-dimethylhexane"
589-43-5,"2,4-dimethylhexane"
592-13-2,"2,5-dimethylhexane"
563-16-6,"3,3-dimethylhexane"
583-48-2,"3,4-dimethylhexane"
3074-76-8,3-ethyl-3-methylhexane
3074-77-9,3-ethyl-4-methylhexane
16746-86-4,"2,3-dimethyl-1-hexene"
7145-20-2,"2,3-dimethyl-2-hexene"
3404-78-2,"2,5-dimethyl-2-hexene"
690-92-6,"(Z)-2,2-dimethyl-3-hexene"
15910-22-2,"2,5-dimethyl-3-hexene"
692-70-6,"(E)-2,5-dimethyl-3-hexene"
764-13-6,"2,5-dimethyl-2,4-hexadiene"
61142-36-7,"3-ethyl-2-methyl-1,3-hexadiene"
3522-94-9,"2,2,5-trimethylhexane"
16747-31-2,"3,3,4-trimethylhexane"
26447-41-6,trimethylhexane (unkn.str.)
4316-65-8,"3,5,5-trimethyl-1-hexene"
2153-66-4,"2,5-dimethyl-3-vinyl-1,4-hexadiene (=santolinatriene)"
142-82-5,heptane
31394-54-4,heptane (unkn.str.)
592-76-7,1-heptene
592-77-8,2-heptene
130930-56-2,"1,7,7-trimethyl-2-vinylbi-cyclo[2.2.1]hept-2-ene"
6443-92-1,(Z)-2-heptene
14686-13-6,(E)-2-heptene
592-78-9,3-heptene
14686-14-7,(E)-3-heptene
7642-10-6,(Z)-3-heptene
628-71-7,1-heptyne
42441-75-8,heptadiene (unkn.str.)
592-27-8,2-methylheptane
589-81-1,3-methylheptane
589-53-7,4-methylheptane
3178-29-8,4-propylheptane
1071-26-7,"2,2-dimethylheptane"
3074-71-3,"2,3-dimethylheptane"
2213-23-2,"2,4-dimethylheptane"
1072-05-5,"2,6-dimethylheptane"
4032-86-4,"3,3-dimethylheptane"
926-82-9,"3,5-dimethylheptane"
65436-56-8,ethylmethylheptane (unkn.str.)
14720-74-2,"2,2,4-trimethylheptane"
62108-31-0,"4-ethyl-2,2,6,6-tetramethylheptane"
40117-45-1,"2,2,6,6-tetramethylheptane"
15870-10-7,2-methyl-1-heptene
627-97-4,2-methyl-2-heptene
66225-16-9,(Z)-4-methyl-2-heptene
66225-17-0,(E)-4-methyl-2-heptene
79075-20-0,2-methylheptene (unkn.str.)
,"2,3-dimethyl-1-heptene"
3074-78-0,"2,6-dimethyl-1-heptene"
3074-64-4,"2,3-dimethyl-2-heptene"
1603-01-6,"3-methyl-1,4-heptadiene"
6090-16-0,"2,6-dimethyl-2,5-heptadiene"
17679-93-5,"(E,E)-1,3,5-heptatriene"
18383-70-5,"artemisia triene (=(3E)-2,5,5-trimethyl-1,3,6-heptatriene)"
13475-82-6,"2,2,4,6,6-pentamethylheptane"
30586-18-6,pentamethylheptane
111-65-9,octane
26635-64-3,octane (branched)
111-66-0,1-octene
111-67-1,2-octene
7642-04-8,(Z)-2-octene
13389-42-9,(E)-2-octene
592-98-3,3-octene
14919-01-8,(E)-3-octene
14850-22-7,(Z)-3-octene
592-99-4,4-octene
7642-15-1,(Z)-4-octene
14850-23-8,(E)-4-octene
25377-83-7,octene (unkn.str.)
1002-33-1,"1,3-octadiene"
5675-25-2,"1,4-octadiene"
3710-41-6,"1,6-octadiene"
4974-27-0,"2,6-octadiene"
63597-41-1,octadiene (unkn.str.)
26555-19-1,"1,3,5-octatriene"
694-87-1,"bicyclo[4.2.0]octa-1,3,5-triene"
33580-05-1,"fucaserratene (=(E,Z)-1,3,5-octatriene)"
929-20-4,"1,3,6-octatriene"
15187-61-8,"(E,Z)-1,3,6-octatriene"
22038-69-3,"(E,E)-1,3,6-octatriene"
1002-35-3,"1,3,7-octatriene"
40195-09-3,"2,7-dimethyl-1,6-octadiene"
85006-04-8,"isocitronellene (=(5R)-5,7-dimethyl-1,6-octadiene)"
2436-90-0,β-citronellene
2792-39-4,"2,6-dimethyl-2,6-octadiene"
,"(E,Z)-3,4-dimethyl-2,4,6-octatriene"
629-05-0,1-octyne
1942-45-6,4-octyne
32073-03-3,octyne (unkn.str.)
3221-61-2,2-methyloctane
2216-33-3,3-methyloctane
2216-34-4,4-methyloctane
61193-19-9,methyloctane (unkn.str.)
31387-92-5,2-methyloctene (unkn.str.)
15869-87-1,"2,2-dimethyloctane"
7146-60-3,"2,3-dimethyloctane"
4032-94-4,"2,4-dimethyloctane"
15869-89-3,"2,5-dimethyloctane"
2051-30-1,"2,6-dimethyloctane"
62016-18-6,5-ethyl-2-methyloctane
4110-44-5,"3,3-dimethyloctane"
63335-88-6,dimethyloctane (unkn.str.)
4588-18-5,2-methyl-1-octene
13151-06-9,7-methyl-1-octene
16993-86-5,2-methyl-2-octene
,(Z)-4-methyl-2-octene
,(E)-4-methyl-2-octene
4984-01-4,"3,7-dimethyl-1-octene"
19781-18-1,"2,3-dimethyl-2-octene"
200264-36-4,"(E)-3-ethyl-1,5-octadiene"
51255-68-6,"(Z)-3-ethyl-1,5-octadiene"
28935-78-6,"(Z,Z)-2,2,7,7-tetramethyl-3,5-octadiene"
850309-57-8,(E)-2-methyl-3-octen-5-yne
75935-82-9,3-methyl-4-nonene
53966-51-1,4-ethyl-3-octene
111-84-2,nonane
34464-40-9,nonane (branched)
124-11-8,1-nonene
6434-77-1,(Z)-2-nonene
6434-78-2,(E)-2-nonene
20237-46-1,(Z)-3-nonene
20063-92-7,(E)-3- nonene
2198-23-4,4-nonene
10405-84-2,(Z)-4- nonene
10405-85-3,(E)-4-nonene
27215-95-8,nonene (unkn.str.)
3452-09-3,1-nonyne
20184-89-8,3-nonyne
20184-91-2,4-nonyne
56700-78-8,"(E,E)-2,4-nonadiene"
71030-52-9,nonadiene (unkn.str.)
871-83-0,2-methylnonane
5911-04-6,3-methylnonane
17301-94-9,4-methylnonane
15869-85-9,5-methylnonane
63335-87-5,methylnonane (unkn.str.)
17302-27-1,"2,5-dimethylnonane"
2980-71-4,2-methyl-1-nonene
2129-95-5,2-methyl-2-nonene
117365-59-0,3-methyl-2-nonene
,(Z)-4-methyl-2-nonene
,(E)-4-methyl-2-nonene
51317-33-0,2-methylnonene (unkn.str.)
374114-72-4,"(E,E)-2,6-dimethyl-1,3,7-nonatriene"
51911-82-1,"4,8-dimethyl-1,3,7-nonatriene"
21214-62-0,"(Z)-4,8-dimethyl-1,3,7-nonatriene"
19945-61-0,"(E)-4,8-dimethyl-1,3,7-nonatriene"
124-18-5,decane
34464-38-5,decane (branched)
872-05-9,1-decene
6816-17-7,2-decene
20348-51-0,(Z)-2-decene
20063-97-2,(E)-2-decene
19150-21-1,(E)-3-decene
19398-86-8,(Z)-3-decene
19398-88-0,(Z)-4-decene
19398-89-1,(E)-4-decene
7433-78-5,(Z)-5-decene
7433-56-9,(E)-5-decene
25339-53-1,decene (unkn.str.)
764-93-2,1-decyne
2384-86-3,4-decyne
20996-45-6,"(E,E)-3,7-decadiene"
51255-69-7,"(E,Z)-3,7-decadiene"
20996-35-4,"(Z,Z)-3,7-decadiene"
55682-65-0,"4,6-decadiene"
147730-40-3,decadiene (unkn.str.)
13151-34-3,3-methyldecane
6975-98-0,2-methyldecane
2847-72-5,4-methyldecane
61193-21-3,methyldecane (unkn.str.)
17302-37-3,"2,2-dimethyldecane"
17312-74-2,5-ethyl-5-methyldecane
192823-15-7,"2,3,5,8-tetramethyldecane"
62338-51-6,(E)-5-methyl-4-decene
56752-51-3,"2,8-dimethyl-2-decene"
56752-52-4,"2,9-dimethyl-2-decene"
62238-01-1,"2,2,8-trimethyldecane"
62238-00-0,"2,2,9-trimethyldecane"
49622-18-6,"3,3,4-trimethyldecane"
,"2,5,6-trimethyldecene (unkn.str.)"
1120-21-4,undecane
34464-43-2,undecane (branched)
821-95-4,1-undecene
821-96-5,(Z)-2-undecene
693-61-8,(E)-2-undecene
1002-68-2,(E)-3-undecene
821-97-6,(Z)-3-undecene
20810-21-3,4-undecene
764-97-6,(E)-5-undecene
28761-27-5,undecene (unkn.str.)
2243-98-3,1-undecyne
66717-34-8,"(E,Z)-2,4-undecadiene"
61215-70-1,undecadiene (unkn.str.)
74744-31-3,(E)-5-undecen-3-yne
13343-77-6,(E)-4-decen-6-yne
13343-76-5,(Z)-4-Decen-6-yne
51447-08-6,"(E,Z)-1,3,5-undecatriene (=cystophorene)"
19883-29-5,"(E,E)-1,3,5-undecatriene"
16356-11-9,"1,3,5-undecatriene"
61215-74-5,undecatriene (unkn.str.)
,"1,3,5,7-undecatetraene"
38533-54-9,"1,3,5,8-undecatetraene"
50277-31-1,"(E,E,Z)-1,3,5,8-undecatetraene"
29837-19-2,"(E,Z,Z)-1,3,5,8-undecatetraene"
959846-31-2,"(E,E,E)-1,3,5,9-undecatetraene"
959846-29-8,"(E,E,Z)-1,3,5,9-undecatetraene"
959846-28-7,"(E,Z,Z)-1,3,5,9-undecatetraene"
959846-30-1,"(E,Z,E)-1,3,5,9-undecatetraene"
247024-18-6,"1,3(E),5(Z),9-undecatetraene"
7045-71-8,2-methylundecane
17301-22-3,"2,5-dimethylundecane"
17301-26-7,"2,9-dimethylundecane"
17301-27-8,"2,10-dimethylundecane"
17312-68-4,"4,4-dimethylundecane"
17312-79-7,"4,5-dimethylundecane"
79004-83-4,dimethylundecane (unkn.str.)
2755-07-9,5-ethyl-5-propylundecane
75935-79-4,"2,6,9-trimethylundecane"
6864-53-5,"2,6,10-trimethylundecane"
74630-42-5,7-methyl-1-undecene
56851-34-4,5-methyl-2-undecene
112548-34-2,9-methyl-3-undecene
112548-33-1,6-methyl-3-undecene
104256-36-2,"6,10-dimethyl-1-undecene"
112-40-3,dodecane
31807-55-3,dodecane (branched)
112-41-4,1-dodecene
7206-26-0,(Z)-2-dodecene
7206-13-5,(E)-2-dodecene
7239-23-8,(Z)-3-dodecene
7206-14-6,(E)-3-dodecene
25378-22-7,dodecene (unkn.str.)
74685-27-1,"(E,Z)-2,4-dodecadiene"
38725-48-3,dodecadiene (unkn.str.)
1560-97-0,2-methyldodecane
61141-72-8,"4,6-dimethyldodecane"
75935-80-7,"4,6-dipropyldodecane"
5638-09-5,(4-octyldodecyl)cyclopentane (=1-cyclopentyl-4-octyldodecane)
629-50-5,tridecane
34464-42-1,tridecane (branched)
2437-56-1,1-tridecene
41446-59-7,(Z)-2-tridecene
41446-58-6,(E)-2-tridecene
24949-38-0,6-tridecene
25377-82-6,tridecene (unkn.str.)
38725-49-4,tridecadiene (unkn.str.)
854154-75-9,"(Z,Z,Z)-3,6,9-tridecatriene"
1560-96-9,2-methyltridecane
6418-41-3,3-methyltridecane
25117-31-1,5-methyltridecane
55045-11-9,5-propyltridecane
55045-10-8,6-propyltridecane
56292-66-1,"2,5-dimethyltridecane"
55030-62-1,"4,8-dimethyltridecane"
62235-06-7,"(E,E)-4,8,12-trimethyl-1,3,7,11-tridecatetraene"
629-59-4,tetradecane
34464-41-0,tetradecane (branched)
1120-36-1,1-tetradecene
10374-74-0,7-tetradecene
41446-60-0,(Z)-7-tetradecene
26952-13-6,tetradecene (unkn.str.)
25447-84-1,tetradecadiene (unkn.str.)
1560-95-8,2-methyltetradecane
26730-16-5,6-methyltetradecane
125086-23-9,methyltetradecane (unkn.str.)
55045-14-2,4-ethyltetradecane
56292-69-4,"2,5-dimethyltetradecane"
14905-56-7,"2,6,10-trimethyltetradecane"
3891-99-4,"2,6,10-trimethyltridecane"
70622-31-0,trimethyltetradecane (unkn.str.)
629-62-9,pentadecane
72123-28-5,pentadecane (branched)
13360-61-7,1-pentadecene
53137-46-5,5-pentadecene
27251-68-9,pentadecene (unkn.str.)
2882-96-4,3-methylpentadecane
123395-57-3,"2,4-pentadecadiene"
75081-19-5,pentadecadiene (unkn.str.)
20265-60-5,"2,4,6,10-tetramethylpentadecane"
1921-70-6,"2,6,10,14-tetramethylpentadecane (=pristane)"
544-76-3,hexadecane
60908-77-2,hexadecane (branched)
629-73-2,1-hexadecene
26741-29-7,2-hexadecene
53137-47-6,5-hexadecene
26952-14-7,hexadecene (unkn.str.)
1560-92-5,2-methylhexadecane
28040-07-5,hexadecadiene (unkn.str.)
75935-81-8,"5,7-dimethylhexadecane"
21164-95-4,"7,9-dimethylhexadecane"
638-36-8,"2,6,10,14-tetramethylhexadecane"
504-44-9,"2,6,11,15-tetramethylhexadecane"
30221-44-4,"1-phytene (=3,7,11,15-tetramethyl-1-hexadecene)"
14237-73-1,"(E)-2-phytene (=3,7,11,15-tetramethyl-2-hexadecene)"
504-96-1,"neophytadiene (=7,11,15-trimethyl-3-methylene-1-hexadecene)"
21980-71-2,"1,3-phytadiene (=3,7,11,15-tetramethyl-1,3-hexadecadiene)"
87984-43-8,"2,4-phytadiene (=3,7,11,15-tetramethyl-2,4-hexadecadiene)"
,phytadiene (unkn.str.)
110249-03-1,"3,7,11,15-tetramethyl-1,3,6,10,14-hexadecapentaene"
629-78-7,heptadecane
54833-48-6,"2,6,10,15-tetramethylheptadecane"
55124-79-3,9-hexylheptadecane
72123-29-6,heptadecane (branched)
6765-39-5,1-heptadecene
138472-85-2,5-heptadecene
54290-12-9,7-heptadecene
2579-04-6,8-heptadecene
,3-heptadecene
26266-05-7,heptadecene (unkn.str.)
,"5,10-heptadecadiene"
81265-03-4,"6,9-heptadecadiene"
6418-44-6,3-methylheptadecane
54105-67-8,"2,6-dimethylheptadecane"
18869-72-2,9-methylheptadecane
7225-64-1,9-octylheptadecane
593-45-3,octadecane
,octadecane (branched)
112-88-9,1-octadecene
79647-77-1,3-octadecene
18899-24-6,5-octadecene
5557-31-3,9-Octadecene
27070-58-2,octadecene (unkn.str.)
1560-88-9,2-methyloctadecane
10544-96-4,6-methyloctadecane
629-92-5,nonadecane
72123-31-0,nonadecane (branched)
56862-62-5,10-methylnonadecane
18435-45-5,1-nonadecene
27400-77-7,nonadecene (unkn.str.)
112-95-8,eicosane
52845-07-5,eicosane (branched)
3452-07-1,1-eicosene
27400-78-8,eicosene (unkn.str.)
71899-38-2,9-eicosyne
6418-46-8,3-methyleicosane
629-94-7,heneicosane
1560-82-3,2-methylheneicosane
6418-47-9,3-methylheneicosane
52845-08-6,heneicosane (branched)
1599-68-4,1-heneicosene
27400-79-9,heneicosene (unkn.str.)
629-97-0,docosane
1560-81-2,2-methyldocosane
72227-00-0,3-methyldocosane
69198-89-6,docosane (branched)
1599-67-3,1-docosene
55124-81-7,6-methyldocosane
55282-14-9,9-butyldocosane
638-67-5,tricosane
1928-30-9,2-methyltricosane
13410-45-2,3-methyltricosane
52882-54-9,tricosane (branched)
18835-32-0,1-tricosene
27519-02-4,(Z)-9-tricosene
56924-46-0,tricosene (unkn.str.)
646-31-1,tetracosane
1560-78-7,2-methyltetracosane
65820-52-2,3-methyltetracosane
10192-32-2,1-tetracosene
111-02-4,"squalene (=2,6,10,15,19,23-hexamethyl-2,6,10,14,18,22-tetracosahexaene)"
629-99-2,pentacosane
629-87-8,2-methylpentacosane
6902-54-1,3-methylpentacosane
16980-85-1,1-pentacosene
30551-31-6,pentacosene (unkn.str.)
630-01-3,hexacosane
1561-02-0,2-methylhexacosane
65820-56-6,3-methylhexacosane
18835-33-1,1-hexacosene
593-49-7,heptacosane
1561-00-8,2-methylheptacosane
14167-66-9,3-methylheptacosane
15306-27-1,1-heptacosene
67537-80-8,heptacosene (unkn.str.)
630-02-4,octacosane
1560-98-1,2-methyloctacosane
55194-25-7,3-methyloctacosane
18835-34-2,1-octacosene
630-03-5,nonacosane
1560-75-4,2-methylnonacosane
14167-67-0,3-methylnonacosane
18835-35-3,1-nonacosene
77046-61-8,nonacosene (unkn.str.)
638-68-6,triacontane
1560-72-1,2-methyltriacontane
18435-53-5,1-triacontene
36731-14-3,triacontene (unkn.str.)
630-04-6,hentriacontane
18435-54-6,1-hentriacontene
77046-64-1,hentriacontene (unkn.str.)
544-85-4,dotriacontane
85792-05-8,dotriacontene
630-05-7,tritriacontane
85792-06-9,tritriacontene (unkn.str.)
630-07-9,pentatriacontane
69198-75-0,pentatriacontene (unkn.str.)
7194-84-5,heptatriacontane
77046-53-8,heptatriacontene (unkn.str.)
6876-07-9,"α-hymentherene (=2,6-dimethyl-1,3,7-octatriene)"
502-99-8,α-ocimene
6874-44-8,(Z)-α-ocimene
13877-91-3,β-ocimene
3338-55-4,(Z)-β-ocimene
3779-61-1,(E)-β-ocimene
673-84-7,alloocimene
17202-20-9,"(4Z,6Z)-alloocimene (=(Z,Z)-alloocimene)"
3016-19-1,"(4E,6E)-alloocimene (= (E,E-alloocimene)"
7216-56-0,"(4E,6Z)-alloocimene (=(E,Z)-alloocimene)"
17202-19-6,"(4Z,6E)-alloocimene (=(Z,E)-alloocimene)"
123-35-3,β-myrcene
1686-30-2,α-myrcene
532-87-6,dimyrcene
855126-75-9,dimyrcene Ia
855126-76-0,dimyrcene Ib
221272-82-8,dimyrcene IIa
855126-77-1,dimyrcene IIb
460-01-5,"(E,E)-2,6-dimethyl-1,3,5,7-octatetraene"
133959-84-9,"(E,Z)-2,6-dimethyl-1,3,5,7-octatetraene"
3891-98-3,farnesane
26560-14-5,"(Z,E)-α-farnesene"
28973-98-0,"(E,Z)-α-farnesene"
28973-99-1,"(Z,Z)-α-farnesene"
502-61-4,"(E,E)-α-farnesene (=α-farnesene)"
77129-48-7,β-farnesene
28973-97-9,(Z)-β-farnesene
18794-84-8,(E)-β-farnesene
,farnesene (unkn.str.)
7681-88-1,"2,3-dihydrofarnesene"
3638-35-5,isopropylcyclopropane
4127-47-3,"1,1,2,2-tetramethylcyclopropane"
61233-72-5,2-ethyl-1-methyl-3-propylcyclobutane
287-92-3,cyclopentane
142-29-0,cyclopentene
52886-04-1,multifidene
,aucantene
33156-93-3,ectocarpene
7235-40-7,β-carotene
502-65-8,"Tomato Lycopene (=lycopene, psi,psi-carotene, 2,6,10,14,19,23,27,31-Octamethyl-dotriaconta-2,6,8,10,12,14,16,18,20,22,24,26,30-tridecae)"
,"β,β-cyclic-carotene"
96-37-7,methylcyclopentane
1640-89-7,ethylcyclopentane
1638-26-2,"1,1-dimethylcyclopentane"
1192-18-3,"cis-1,2-dimethylcyclopentane"
822-50-4,"trans-1,2-dimethylcyclopentane"
2453-00-1,"1,3-dimethylcyclopentane"
2532-58-3,"cis-1,3-dimethylcyclopentane"
1759-58-6,"trans-1,3-dimethylcyclopentane"
2040-95-1,butylcyclopentane
3788-32-7,isobutylcyclopentane
4457-00-5,hexylcyclopentane
4259-00-1,"1,1,2-trimethylcyclopentane"
4516-69-2,"1,1,3-trimethylcyclopentane"
2815-57-8,"1,2,3-trimethylcyclopentane"
53907-60-1,"cyclopentane, 1,1,3,4-tetramethyl-, cis-"
15890-40-1,"1,trans-2,cis-3-trimethylcyclopentane"
16883-48-0,"1,trans-2,cis-4-trimethylcyclopentane"
4850-28-6,"1,cis-2,trans-4-trimethylcyclopentane"
30233-85-3,ethylcyclopentene (unkn.str.)
4291-98-9,1-pentylcyclopentene
4291-99-0,1-hexylcyclopentene
864685-63-2,"3,5-dimethylene-1,4,4-trimethylcyclopentene"
542-92-7,cyclopentadiene
110-82-7,cyclohexane
110-83-8,cyclohexene
108-87-2,methylcyclohexane
1888-90-0,3-methylenecyclohexene
1489-56-1,"1-methyl-1,3-cyclohexadiene"
1489-57-2,"2-methyl-1,3-cyclohexadiene"
4313-57-9,"1-methyl-1,4-cyclohexadiene"
19656-98-5,"1-methyl-2,4-cyclohexadiene"
1678-91-7,ethylcyclohexane
76346-02-6,"1-pentyl-1,3-cyclohexadiene"
56318-84-4,"5-pentyl-1,3-cyclohexadiene"
28553-95-9,"pentyl-1,3-cyclohexadiene (unkn.str.)"
83327-43-9,viridene
,pentylcyclohexadiene (unkn.str.)
1453-24-3,ethylcyclohexene (unkn.str.)
25168-07-4,vinylcyclohexene (unkn.str.)
1678-92-8,propylcyclohexane
2114-42-3,2-propen-1-yl-cyclohexane
696-29-7,isopropylcyclohexane
1678-93-9,butylcyclohexane
1678-98-4,isobutylcyclohexane
4292-92-6,pentylcyclohexane
4292-75-5,hexylcyclohexane
5617-41-4,heptylcyclohexane
1795-15-9,octylcyclohexane
2883-02-5,nonylcyclohexane
1795-16-0,decylcyclohexane
6006-33-3,tridecylcyclohexane
1795-18-2,tetradecylcyclohexane
591-47-9,4-methylcyclohexene
,methylcyclohexene (unkn.str.)
3282-53-9,1-butylcyclohexene (unkn.str.)
31620-25-4,butylcyclohexene (unkn.str.)
583-57-3,"1,2-dimethylcyclohexane"
591-21-9,"1,3-dimethylcyclohexane"
638-04-0,"cis-1,3-dimethylcyclohexane"
589-90-2,"1,4-dimethylcyclohexane"
2207-04-7,"trans-1,4-dimethylcyclohexane"
590-66-9,dimethylcyclohexane (unkn.str.)
14296-81-2,"1,2,4-tris(methylene)cyclohexane"
503-45-7,"3,3,5-trimethylcyclohexene (=ε-cyclogeraniolene)"
933-12-0,"3,5,5-trimethylcyclohexene"
,diethylcyclohexane (unkn.str.)
15582-53-3,cis-1-isopropenyl-2-methylcyclohexane
592-57-4,"1,3-cyclohexadiene"
1515-78-2,"1,3-butadienylbenzene"
80751-96-8,"2-methyl-1-propenyl-1,3-cyclohexadiene"
3073-66-3,"1,1,3-trimethylcyclohexane"
7094-26-0,"1,1,2-trimethylcyclohexane"
1743-61-9,"1,4-dimethyl-4-vinylcyclohexene"
25866-59-5,"1,5,5-trimethyl-1,3-cyclohexadiene"
4306-65-4,"1,1,3,5-tetramethylcyclohexane"
4724-89-4,"1,3,5,5-tetramethyl-1,3-cyclohexadiene"
55497-53-5,"4,6,8-megastigmatriene"
51468-86-1,"(E,E)-4,6,8-megastigmatriene"
71186-24-8,"(E,Z)-4,6,8-megastigmatriene"
51468-85-0,"(Z,E)-4,6,8-megastigmatriene"
71186-25-9,"(Z,Z)-4,6,8-megastigmatriene"
,megastigmatetraene (unkn.str.)
544-25-2,"1,3,5-cycloheptatriene"
292-64-8,cyclooctane
931-88-4,cyclooctene
629-20-9,cyclooctatetraene
6902-73-4,geijerene
20082-17-1,pregeijerene
556799-96-3,pregeijerene B
5988-83-0,cogeijerene
24048-40-6,thujopsadiene
106494-41-1,isogeijerene C
3618-11-9,cyclononene
3618-12-0,cyclodecene
935-31-9,(Z)-cyclodecene
2198-20-1,(E)-cyclodecene
294-62-2,cyclododecane
6568-15-6,cycloundecene
1501-82-2,cyclododecene
295-17-0,cyclotetradecane
297-03-0,cyclotetracosane
99-82-1,p-menthane
6069-98-3,cis-p-menthane
1678-82-6,trans-p-menthane
5502-88-5,p-1-menthene
5256-65-5,p-2-menthene
500-00-5,p-3-menthene
1124-27-2,p-4(8)-menthene
,p-menthene (unkn.str.)
99-83-2,α-phellandrene
2243-33-6,(4S)-(+)-α-phellandrene
4221-98-1,(R)-(-)-α-phellandrene
555-10-2,β-phellandrene
6153-16-8,(4R)-(+)-β-phellandrene
6153-17-9,(4S)-(-)-β-phellandrene
