Rep1,Rep2,ClusterPairs
0.9113690330378152,0.963360725778736,"Rep1: CHEESE, VARIOUS TYPES, Rep2: WINE"
0.935587800045199,0.9735211632743537,"Rep1: MILK and MILK PRODUCTS, Rep2: WINE"
0.8503391086660657,0.9216676777806402,"Rep1: MILK and MILK PRODUCTS, Rep2: CHEESE, VARIOUS TYPES"
0.9350113992107002,0.9610134000297688,"Rep1: TEA, Rep2: WINE"
0.9476606193622147,0.9670807212482329,"Rep1: TEA, Rep2: CHEESE, VARIOUS TYPES"
0.9345376296170799,0.9638685012944209,"Rep1: TEA, Rep2: MILK and MILK PRODUCTS"
0.9384750036512067,0.9854673512072804,"Rep1: FISH, Rep2: WINE"
0.9074639028859485,0.9576606784606279,"Rep1: FISH, Rep2: CHEESE, VARIOUS TYPES"
0.9144136501709734,0.9532425839439823,"Rep1: FISH, Rep2: MILK and MILK PRODUCTS"
0.9576195733385803,0.9730305075148465,"Rep1: FISH, Rep2: TEA"
0.9244129257827198,0.9955804451236117,"Rep1: RED ALGAE, Rep2: WINE"
0.9474552423624492,0.970882830565768,"Rep1: RED ALGAE, Rep2: CHEESE, VARIOUS TYPES"
0.9582981291005441,0.9940223884037634,"Rep1: RED ALGAE, Rep2: MILK and MILK PRODUCTS"
0.938964273456738,0.9888587926590947,"Rep1: RED ALGAE, Rep2: TEA"
0.9132847724091591,0.989153594312021,"Rep1: RED ALGAE, Rep2: FISH"
0.9418785742067396,0.9745378646076384,"Rep1: CITRUS FRUITS, Rep2: WINE"
0.9531041313353903,0.9781988444790093,"Rep1: CITRUS FRUITS, Rep2: CHEESE, VARIOUS TYPES"
0.938412544654352,0.9739158395849311,"Rep1: CITRUS FRUITS, Rep2: MILK and MILK PRODUCTS"
0.9134198041302058,0.9509091254285952,"Rep1: CITRUS FRUITS, Rep2: TEA"
0.9422131726844023,0.9807719169415178,"Rep1: CITRUS FRUITS, Rep2: FISH"
0.9542220334739487,0.9970889884643733,"Rep1: CITRUS FRUITS, Rep2: RED ALGAE"
0.9608510699266929,0.9686216550237632,"Rep1: HONEY, Rep2: WINE"
0.9785000149042733,0.9502237896671568,"Rep1: HONEY, Rep2: CHEESE, VARIOUS TYPES"
0.9450586756872492,0.9531440040665934,"Rep1: HONEY, Rep2: MILK and MILK PRODUCTS"
0.945064765547254,0.9550539356912162,"Rep1: HONEY, Rep2: TEA"
0.9685757624717823,0.9715360720689993,"Rep1: HONEY, Rep2: FISH"
0.9405194493504672,0.9844724413141905,"Rep1: HONEY, Rep2: RED ALGAE"
0.9130109586229019,0.9732628682895673,"Rep1: HONEY, Rep2: CITRUS FRUITS"
