Rep1,Rep2,ClusterPairs
0.3480442953904952,0.9872048084369998,"Rep1: WINE, Rep2: BEER"
0.3401964348588354,0.9798567234709313,"Rep1: GRAPE BRANDY, Rep2: BEER"
0.31538274329482624,0.9172713716524209,"Rep1: GRAPE BRANDY, Rep2: WINE"
0.35143962686905483,0.9912759247306295,"Rep1: CHEESE, VARIOUS TYPES, Rep2: BEER"
0.3597482599756337,0.963360725778736,"Rep1: CHEESE, VARIOUS TYPES, Rep2: WINE"
0.3419411276831005,0.9282742114262054,"Rep1: CHEESE, VARIOUS TYPES, Rep2: GRAPE BRANDY"
0.35416490794434996,0.9559808950227814,"Rep1: MILK and MILK PRODUCTS, Rep2: BEER"
0.3749376853947487,0.9735211632743537,"Rep1: MILK and MILK PRODUCTS, Rep2: WINE"
0.3668643862051477,0.9546511231093918,"Rep1: MILK and MILK PRODUCTS, Rep2: GRAPE BRANDY"
0.30437507439539996,0.9216676777806402,"Rep1: MILK and MILK PRODUCTS, Rep2: CHEESE, VARIOUS TYPES"
0.33442442120071936,0.9844541714466183,"Rep1: TEA, Rep2: BEER"
0.32046456523444167,0.9610134000297688,"Rep1: TEA, Rep2: WINE"
0.31784486190226957,0.9609052832563738,"Rep1: TEA, Rep2: GRAPE BRANDY"
0.3396016422662844,0.9670807212482329,"Rep1: TEA, Rep2: CHEESE, VARIOUS TYPES"
0.3545917033108417,0.9638685012944209,"Rep1: TEA, Rep2: MILK and MILK PRODUCTS"
0.38586748601636567,0.9987346688436443,"Rep1: BROWN ALGAE, Rep2: BEER"
0.38075468941116797,0.9925045484212587,"Rep1: BROWN ALGAE, Rep2: WINE"
0.3869249394866043,0.9899195530694326,"Rep1: BROWN ALGAE, Rep2: GRAPE BRANDY"
0.3773960765312044,0.9747466621112528,"Rep1: BROWN ALGAE, Rep2: CHEESE, VARIOUS TYPES"
0.38721973317286695,0.9867163135715931,"Rep1: BROWN ALGAE, Rep2: MILK and MILK PRODUCTS"
0.364098002461537,0.9848955941174692,"Rep1: BROWN ALGAE, Rep2: TEA"
0.36595046185111696,0.99475442837675,"Rep1: FISH, Rep2: BEER"
0.3735733874138076,0.9854673512072804,"Rep1: FISH, Rep2: WINE"
0.36976566097434954,0.9748519256184792,"Rep1: FISH, Rep2: GRAPE BRANDY"
0.3463480486351371,0.9576606784606279,"Rep1: FISH, Rep2: CHEESE, VARIOUS TYPES"
0.35645188930978167,0.9532425839439823,"Rep1: FISH, Rep2: MILK and MILK PRODUCTS"
0.3506660029445152,0.9730305075148465,"Rep1: FISH, Rep2: TEA"
0.31942264112105956,0.9864049687045439,"Rep1: FISH, Rep2: BROWN ALGAE"
0.3700821245792193,0.9994623034227568,"Rep1: GREEN ALGAE, Rep2: BEER"
0.3654717964485875,0.9941007649523481,"Rep1: GREEN ALGAE, Rep2: WINE"
