Rep1,Rep2,ClusterPairs
0.8311784926301392,0.963360725778736,"Rep1: CHEESE, VARIOUS TYPES, Rep2: WINE"
0.8670926370572114,0.9735211632743537,"Rep1: MILK and MILK PRODUCTS, Rep2: WINE"
0.6710277598204387,0.9216676777806402,"Rep1: MILK and MILK PRODUCTS, Rep2: CHEESE, VARIOUS TYPES"
0.7629620839604557,0.9610134000297688,"Rep1: TEA, Rep2: WINE"
0.7915436710266017,0.9670807212482329,"Rep1: TEA, Rep2: CHEESE, VARIOUS TYPES"
0.8288132657478445,0.9638685012944209,"Rep1: TEA, Rep2: MILK and MILK PRODUCTS"
0.8558514813427809,0.9854673512072804,"Rep1: FISH, Rep2: WINE"
0.7729094280827481,0.9576606784606279,"Rep1: FISH, Rep2: CHEESE, VARIOUS TYPES"
0.8158523216199366,0.9532425839439823,"Rep1: FISH, Rep2: MILK and MILK PRODUCTS"
0.815121619658666,0.9730305075148465,"Rep1: FISH, Rep2: TEA"
0.8340127954532542,0.9955804451236117,"Rep1: RED ALGAE, Rep2: WINE"
0.8018020024919532,0.970882830565768,"Rep1: RED ALGAE, Rep2: CHEESE, VARIOUS TYPES"
0.8273050010060297,0.9940223884037634,"Rep1: RED ALGAE, Rep2: MILK and MILK PRODUCTS"
0.7736087816378844,0.9888587926590947,"Rep1: RED ALGAE, Rep2: TEA"
0.6505399171121746,0.989153594312021,"Rep1: RED ALGAE, Rep2: FISH"
0.770604691439176,0.9745378646076384,"Rep1: CITRUS FRUITS, Rep2: WINE"
0.8556124175961821,0.9781988444790093,"Rep1: CITRUS FRUITS, Rep2: CHEESE, VARIOUS TYPES"
0.840792388408813,0.9739158395849311,"Rep1: CITRUS FRUITS, Rep2: MILK and MILK PRODUCTS"
0.7612100963826881,0.9509091254285952,"Rep1: CITRUS FRUITS, Rep2: TEA"
0.8227228908775979,0.9807719169415178,"Rep1: CITRUS FRUITS, Rep2: FISH"
0.7771071266438422,0.9970889884643733,"Rep1: CITRUS FRUITS, Rep2: RED ALGAE"
0.7354981507339896,0.9686216550237632,"Rep1: HONEY, Rep2: WINE"
0.8060219423499574,0.9502237896671568,"Rep1: HONEY, Rep2: CHEESE, VARIOUS TYPES"
0.8362042514423585,0.9531440040665934,"Rep1: HONEY, Rep2: MILK and MILK PRODUCTS"
0.6732923576609082,0.9550539356912162,"Rep1: HONEY, Rep2: TEA"
0.8403125003371507,0.9715360720689993,"Rep1: HONEY, Rep2: FISH"
0.7921800601941491,0.9844724413141905,"Rep1: HONEY, Rep2: RED ALGAE"
0.6965575633026897,0.9732628682895673,"Rep1: HONEY, Rep2: CITRUS FRUITS"
